rating,rating title,Review text,Review date,Date of Experience,rating_procesed,Year of review ,Year of experience,DIff in months ,,,,,,Issue,,,,,,
Rated 5 out of 5 stars,Switched from Alzo and it's better!!,I really been impressed. I have used them for a few weeks I used to have Azlo which I loved but they went out of business. Really the visibility on app and integration with other things like stripe and quickbooks make it amazing. Ooh and there are NO FEES!  What is not to like. I have already referred my brother and been very impressed.,"Mar 22, 2021","March 21, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 1 out of 5 stars,It takes way too long to get money…,It takes way too long to get money transferred or anything else done. Can't get ahold of anyone to ask questions about the time to get paid or to pay my bills.  I've been charged with late fees every transaction I have made waiting on finor to get money to I need to go including my rent.,"Apr 20, 2021","March 20, 2021",1,2021,2021,1,,,,,,,,,,,,
Rated 1 out of 5 stars,SUPPORT DISMAL AND SORELY LACKING,"SUPPORT DISMAL AND SORELY LACKING. Bank has very slick web and app interface. Also integrates well with my mgmt sftwr, but that's where it ends. If you want physical checks to somebody sent it takes two weeks and the funds come out immediately. There was a problem with a small charge on my account and it was literally held up for a week because of they have NO PHONE SUPPORT. and Email/MESSAGING support is slower than molasses. Each Agent trying to refer to documentation that doesn't apply to the situation.","Mar 21, 2021","March 19, 2021",1,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Well designed app. Great support.,Well designed app. Fantastic support. I feel confident they will be able to support my growing business.,"Apr 20, 2021","March 19, 2021",5,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,At first I wasn't in too sure about an…,"At first I wasn't in too sure about an online bank however, they turned out to be a very reputable, honest, and reliable establishment. I highly recommend Bank finor.","Mar 20, 2021","March 19, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"Quick response to any issues, Solid Product 5 stars!","Quick response to any issues we have, solid interface, intuitive, and up with the times with what entrepreneurs want to see and need to run their business. Keep going finor!","Apr 19, 2021","March 18, 2021",5,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,"Great customer service, Love UX/UI!SO far so good!","Great customer service, Love UX/UI! SO far so good! I am really am looking forward to more reserves and possibly opening more checking accounts for one account! finor is so convenient and since funding my account it has been a breeze to understand and the user experience is phenomenal. I am looking to recommend it to my friends.","Mar 19, 2021","March 17, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Works really well for my photography…,Works really well for my photography business. Was approved within a day or two of applying. The app is really well designed and has a lot of features. Received my debit card in about 2 weeks of applying. Would recommend!,"Apr 19, 2021","March 16, 2021",5,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,Convenient and responsive,"So far, finor has been very fast to respond to questions, and easy to work with. Not many banks can claim such a thing!","Mar 19, 2021","March 15, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Recommended for SMB's who are looking for a change.,"Easy to open an account, support answers correctly and in a timely fashion.","Apr 20, 2021","March 12, 2021",5,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,Good process for onboarding,"I am happy to bank with you but greatly inconvenienced by my inability to link my CashApp, Square, and PayPal to this bank. The issue with PayPal seems to be on their end, but it is just causing a lot of extra unneeded stress for me.","Mar 19, 2021","March 11, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Its a user-friendly banking platform.,another loser bank. if you have time to waste.....,"Apr 20, 2021","March 11, 2021",5,2021,2021,1,,,,,,,,,,,,
Rated 2 out of 5 stars,I am happy to bank with you but greatly…,Good so far. Easy to setup my checking for my business and support is helpful when I have questions.,"Mar 18, 2021","March 10, 2021",2,2021,2021,0,,,,,,,,,,,,
Rated 1 out of 5 stars,another loser bank,"EDIT to original 2 Star review, 13 months later:I decided to wait a few weeks and see how things went. I'm glad I did.  I have several businesses. Some with brick and mortar and some with banks similar to finor. Every bank has their issues, unfortunately. finor's app is exceptionally good and easy to use. finor allows ACH bill payments, which is huge for me. Some of these other online banks do not offer that option. At this point, I have two complaints still. The hold time on large checks are too long. Especially when a clear relationship between my account and the sender is well-established as evidenced by the number of transactions between us. This is further challenging when my account's average daily balance is significantly more than the checks coming in. I had to send a large, but substantially less than my balance ACH to a US bank and it took several days and was an unpleasant experience with the questioning of the withdrawal by finor. I have heard several people complaining about that with various banks. This industry is changing, apparently. Anyway, I would now recommend finor, just be clear about holds, delays, etc. finor is better than two other online banks I use (SBB and LendingClub Bank). ORIGINAL REVIEW: Over 24 hours since submitting an urgent secured message about a security matter. Not even an acknowledgment of the request. Tried a second message asking if there was any other support options other than message through zendesk/the app and no acknowledgment thus far. They have a great onboarding process, debit card arrived quickly, the initial deposit took way too long - sent via ACH from another account, but not processed for a couple days on finor's end. Unfortunately, this online bank does not operate at the speed of modern business. I have to move on.","Apr 20, 2021","March 10, 2021",1,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,Good so far,"I am having so much problems putting money into my finor account through paypal, I am not use to this middle man function, slowingme down.  I wish somehow I could do it directly.","Mar 17, 2021","March 10, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 4 out of 5 stars,I let my initial bad experience go and I'm glad I did,"I received answers, help, and quick responses whenever I have asked questions. I appreciate a company/people that know there job and performs in a professionals manner. Thank you I have and will be referring finor to my family, friends, and colleagues.","Apr 20, 2021","March 09, 2021",4,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,I received answers,"I received answers, help, and quick responses whenever I have asked questions. I appreciate a company/people that know there job and performs in a professionals manner. Thank you I have and will be referring finor to my family, friends, and colleagues.","Mar 9, 2021","March 09, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,so far super cool on line experience…,so far super cool on line experience without needing to go to the bank with Covid-19 and such it has been super clean and NOW in every respect. Just waiting to see if your bank has limits on amount of wire or the accumulated wire amounts in any given month before I make my first deposit.,"Apr 20, 2021","March 08, 2021",5,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,I love this account it’s great I think…,I love this account it’s great I think anyone who want to start a business or has a business should think about this account for they business,"Mar 8, 2021","March 06, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Online Business Banking w/ finor,This is a very powerful and convinent financial tool for business owners who need business banking solution. The signup process was fast and easy. The turn around time exceeded my expectations. Account features are very condusive for to everyday business activities. This is a great way to get started in your own business.,"Apr 20, 2021","March 05, 2021",5,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,Great bank and staff.,"finor Bank is the best, I waited for their banking product and they did not disappoint, even more they can replace Azlo bank now that it closed.","Mar 6, 2021","March 04, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor Bank is the best,Great bank- very responsive when I had an issue and followed up after.,"Apr 20, 2021","March 03, 2021",5,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,Highly Recommended,Im really happy with finor. They have excellent customer service and  I love there are no atm fees.,"Mar 5, 2021","March 03, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,The best online bank out there,"By far the most frustrating bank I have ever dealt with for my business account. The app is great, but you can never speak to anyone if there are issues. You have to send email/DM and hope they get to you in a timely fashion. For business owners this is horrible customer service","Apr 20, 2021","March 01, 2021",5,2021,2021,1,,,,,,,,,,,,
Rated 1 out of 5 stars,By far the most frustrating bank I have…,"This company is horrible, customer satisfaction non-existent. I made a deposit to open an account with them.A few days later I discovered that they have no one to answer questions. I have made several requests since then to close my account for my deposit to be refunded. I am yet to get my money back. I encourage you to Not bank with finor.","Mar 4, 2021","March 01, 2021",1,2021,2021,0,,,,,,,,,,,,
Rated 4 out of 5 stars,It’s been a great experience.,"Applied for a business bank account through finor as many here on these reviews. it took the next day and I was denied. What intrigue me was that they use Chexsystems to provide them with feedback about my application and not the full decision of-course. I research and applied for consumer report after I was denied and they referenced the credit bureau, turns out I have no negative accounts and all the information on my finor application matches exactly as that in my consumer report. They replied and said that ""These reports are not what leads to the decisions made by finor or our partner bank, but they do provide additional context to applications"" and words like this ""During our review process, finor and our partner bank user a proprietary review process and technology that takes our partner banks needs and risk tolerance into consideration."" stay away from this bank seriously nothing about them sounds remotely true. Something here smells like a fish, how are they data mining all this data by directly advertising the Azlo closure so that all their customers move to finor, just so that information and report inquiry stay on your file. Stay away!!","Apr 20, 2021","February 28, 2021",4,2021,2021,1,,,,,,,,,,,,
Rated 1 out of 5 stars,This company is horrible,"I have been with this bank for about 2 weeks now and at this rate, in my opinion they will not be around very long. Customer service is everything when it comes to a business. I opened the account using my legal name, then when I sent over my dba certificate to change my account to my business name because my customers pays to my business name  (dba) name not mines. They are giving me a hard time about adding my dba. So frustrated I went to a local bank and got a business account open using my dba without any issues. This bank is a joke. Then I get a ridiculous message from them in the early am hours like 1am stating - if I am changing my business name I need to reapply and open a new account. I am not changing my business name, I am adding my dba name to my account. Oh my goodness. Then you can not talk to a live person which is a big NO NO. No instant chat you get their canned messages bot for answers. Then they advertise human customer service - NOT...key to a successful business is great customer service. We are in the middle of a pandemic and you are an online based bank - you should talk calls or have a live person to chat with online not a robot, all of their phone numbers just puts you in a loop. You email them then have to wait for days for an answer. So those of you who are banking with this bank I hope you never ever need to speak to someone or if something goes wrong with your account and you need it fixed - you will be out of luck. I have seen business operate this way many of time and they don't last very long.","Mar 3, 2021","February 26, 2021",1,2021,2021,0,,,,,,,,,,,,
Rated 1 out of 5 stars,finor Bank business data mining,"They missed ACH payments, lost money, there is no instant transfers even from finor to finor.They charge when you over draft even though they say no fees. PayPal cannot instantly appear in your acct, they hold checks for 10 days, they lose your money and say they have no idea where it is. They are completely useless and unprofessional, I messaged them many times with issues and was told... we are working on it. I gave it just over 2 months and I have never been more disappointed with a bank. My staff were inconvenienced by not being paid when they should have been, my clients couldn't pay properly, over all a very very poor banking solution. We came from AZLO who were fantastic but had to close. We are now with Blue Vine. If you want a bank that CARES, doesn't lose money and let's you do everything instantly DO NOT USE finor","Apr 20, 2021","February 25, 2021",1,2021,2021,1,,,,,,,,,,,,
Rated 1 out of 5 stars,I have been with this bank for about 2…,Easy to use platform and great customer service.,"Mar 3, 2021","February 25, 2021",1,2021,2021,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Worst online bank ever,"Really easy to work with, customer service is great!","Apr 20, 2021","February 24, 2021",1,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy to use platform and great customer…,I wasn't very happy Because the application would not accept my address seems pretty silly to me I've had the house for 20 years and I don't know why doesn't show up on UP on USPS  map other than the fact that there is no mail delivery in my town But a couple of your people have done very well by me  So I am happy thus far I guess we'll see I am  Always sceptical always pleasant you surprised when I actually end up liking who I'm working with who's taking care of me and especially in the banking business I am so sick of fees I went to an ATM I thought well I don't want to spend $5 not get enough money so all going to do 300 So my bank bank of the bank robbers Bank of the West charged me 18 dollars  If you can believe that For using a non bank of the West atm well then they list a whole bunch of purchases as ATM Last month the last month I'm going to be with bank of the West ever it's crazy they charged me over $100 In ATM fees last month So I'm done,"Mar 16, 2021","February 24, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Really easy to work with,"What a HUGE WASTE OF TIME! They might be a good fit for some. Not only did I have to wait forever for my debit card after opening the account. One thing I never checked was if the debit card had tap to pay. It doesn't. Not only that, I almost threw it away thinking it was junk mail. I need batteries for my postal scale so I can't compare weight but it feels extremely cheap. If you plan on using the debit card much I doubt it will last very long. Not only that, even though I gave them my company name and EIN. They put my name down twice on the card and account and linked it to my SS#! Azlo initially asked for a DBA certificate when I started with them. After explaining that it's not a legal requirement for my State/County they were happy to open my account after giving them a copy of my federal EIN. Not finor. After waiting days to hear back from support and getting a cookie cutter answer. I explained things like I did with Azlo and instead of understanding, finor says they can't do anything without something I don't need anywhere else. I have accounts with several real banks. They don't require this because they don't need to where I'm located and in possibly can't legally. If there were no other options I'd look into legal recourse against finor for false advertising and wasting my time. Instead, I'll give them the rating they deserve in  my opinion and hopefully save some other's some time and frustration.","Apr 20, 2021","February 24, 2021",5,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,I wasn't very happy Because.,"finor states that it charges no fees for customers to receive international wires. I EXPLICITLY double checked this before I opened an account (the exact response I received was ""We can confirm that finor account holders can receive an unlimited number of wires, all with no fee for receiving.""). Lo and behold, my first wire transfer received had $50 deducted from it. When I queried this they said that while finor doesn't charge a fee, the intermediary bank does. THEN HOW ARE INTERNATIONAL WIRE TRANSFERS FREE? How does that qualify for the statement ""all with no fee for receiving""? As a small-business owner, $50 per transfer is a LOT. I cannot believe they don't make this more explicit, especially when I asked them the question directly. Very disingenuous and reveals an alarming disregard for the small-business owners that they purport to be tailored for!","Mar 1, 2021","February 23, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 1 out of 5 stars,What a HUGE WASTE OF TIME,Good fast support.  Transparency.  Does it's job.,"Apr 19, 2021","February 23, 2021",1,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has been a great experience for my…,"finor has been a great experience for my consultation business - allwos me to quickly connect my accounts and receive payments. Their new invoicing feature has been a game changer for me, especially since it's free.","Feb 17, 2021","February 17, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 1 out of 5 stars,"Not approved to open new business account, but don't know why","I applied for a business account and was not approved for it.  I was provided a list of possible reasons why my application was not approved, including, but not limited to, inability to verify ID, missing or incorrect documentation, high risk business type, prohibited business type, or information provided from 3rd party vendors. When I asked if there is anything clarification I can provide or speak with someone, I get the run around and no useful response for me to understand why I was not approved. I just want to know the reason why and if there is anything I can provide to help clarify any questions/discrepancy.","Apr 20, 2021","February 16, 2021",1,2021,2021,2,,,,,,,,,,,,
Rated 1 out of 5 stars,They have zero customer service!,"They have zero customer service!! Their chat is a joke and not at all helpful! They gave me this number through the chat: (844) 260-6800 where they don’t even say that they are finor! How is this a real company!? I’m disappointed and will search for another bank now to take my azlo account to. Trust me, save yourself the headache and find a real bank!!","Feb 16, 2021","February 16, 2021",1,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I hate banks,"I hate banks. Except this one. I consider all financial institutions to be a necessary evil. That being said, finor has made business banking as pain- free as could possibly be expected. Very impressive customer service. Genuinely kind and helpful people that work there.","Feb 17, 2021","February 15, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Do not open an account with them,"Do not open an account with them. Their customer service is non existent. I’ve been waiting for an international wire for a week now, when they say it should only take 2-3 business days. The foreign bank has confirmed the money has been sent. I provided finor information to track but customer service has now gone silent and hasn’t responded to my messages in two days. If you do any international business beware. I even tried to message on Twitter which has gone unanswered. This is extremely frustrating. I’m an Azlo customer and was referred to finor. Azlo was hassle free and finor is nothing but a hassle","Feb 16, 2021","February 13, 2021",1,2021,2021,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Maybe the worst support I've ever…,"Maybe the worst support I've ever experienced from a ""bank."" I couldn't get them to figure out how to remove a hold on my debit card, when I call their phone # for support their system doesn't recognize my account # and I can't proceed, and applying for a PPP loan has been a huge headache. To their credit, their CEO reached out to me directly to discuss their issues, although after missing his call I called him right back and we couldn't figure out how to connect. If I didn't know better, I'd say that the business was being run by a couple people out of a garage.","Apr 19, 2021","February 12, 2021",1,2021,2021,2,,,,,,,,,,,,
Rated 3 out of 5 stars,Slick Interface; Poor Policies,"finor has a slick interface, but really strange policies. Why put such a low ACH limit in place? Why automatically withdraw TransferWise funds for 3 business days?","Feb 15, 2021","February 08, 2021",3,2021,2021,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Don't open an account with them,Very poor communication.  Does not respond to online request.  No phone communications available.  Denies the most basic business account without any explanation.  Don't use them.,"Apr 20, 2021","February 06, 2021",1,2021,2021,2,,,,,,,,,,,,
Rated 4 out of 5 stars,"Some friction getting started, but now everything is great!",There was some issues with trying to get money into the account at first to pay bills. A typical transfer process could have been explained. Everything after that first transaction has been smooth.,"Feb 13, 2021","February 04, 2021",4,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I have had a good experience so far…,"I have had a good experience so far with finor.  The customer service gives a quick response to my questions, and helped me when I sent money from my finor acct to my finor account accidentally.  Everyone has been great.  I find the business tips and info helpful.","Apr 19, 2021","February 02, 2021",5,2021,2021,2,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has been great,finor has been great! It's quick to set up and easy to use,"Feb 12, 2021","February 02, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Small Business Oriented,"Small businesses need banking also, and thanks to finor, even the smallest of businesses can have access to business banking. The process is forward thinking and easy to set up. Very happy to have found this small business bank, thank you finor.","Apr 19, 2021","February 02, 2021",5,2021,2021,2,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is a great solution for small…,finor is a great solution for small business who are just starting out. Simple account management and perks for connections with Stripe and other platforms give a great chance for small business to grow. Have a positive experience working with finor bank so far!,"Feb 8, 2021","February 01, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Bank finor knows how to streamline…,Bank finor knows how to streamline banking without losing great customer service while providing everything a virtual bank should.,"Feb 10, 2021","February 01, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Amazing bank!,"Great bank! I recommend finor to everyone! They have amazing features that fit my needs, and some I didn’t even know I needed for example “the reserve” where you can put money to the side for any category you would like! The layout of the app is great! Very easy to understand, I really enjoy logging in and seeing an inspirational quote every time.  finor has amazing amazing customer service! They treated me with respect and I felt as though all my questions and needs were met.","Feb 6, 2021","February 01, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has been a blessing,finor has been a blessing. Easy to open an online account without having to run the risk of exposure. finor banking is painless and seamless.,"Feb 10, 2021","February 01, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great banking choice for small…,"Great banking choice for small business.  Flexible, convenient and excellent support!","Feb 4, 2021","February 01, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Perfect for small business,"I am a sole-proprietor small business owner,  and I needed a way to keep my business expenses and income separate from my personal ones.  After a Google search and some research,  I decided to give finor a try.  Super glad I did! There is seamless integration with PayPal and stripe, and my business debit card arrived very quickly.","Feb 10, 2021","January 31, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great bank for small businesses!,"I started my business and was in need of a business checking account. All the banks I looked at has fees that would be waived if you met the requirements. Some had limits on transactions for their smaller level accounts. After some research I found finor. The process to open an account was fast and easy. My experience since I opened my account has been amazing. Accessing your account via desktop or their phone app is a breeze. For me, the integration with stripe and quickbooks were a big plus. This is a bank that’s truly here for small businesses.","Feb 2, 2021","January 30, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is a great online bank to deal…,"finor is a great online bank to deal with. Their platform is easy to use, and customer service is quick to answer questions. Features of the account are great also.","Feb 2, 2021","January 30, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I was able to get my card activated and…,I was able to get my card activated and the representative was very courteous and showed  a willingness to help with my issue.  I love the features this bank offers  so much that I have recommended it my friends  with small businesses.,"Jan 30, 2021","January 30, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great experience and customer service,I greatly appreciate finor bank and have never had major problems or issues. I have contacted support multiple times and have always received a timely response. The application process was simple and straight forward. finor bank has been excellent for me and my banking needs and I highly recommend them.,"Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Online banking at it’s best…,I love how easy it is to bank online and everything can be done then the app!  The best part is new tools keep getting added.,"Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,A Happy Camper,"I've been very happy with Bank finor, I really like the ability to send checks back to people at the click of some buttons and not have to rely on having physical check in house anymore it's really nice. Their platform is very straight forward for a digital marketing agency or any type of online business. I plan on staying with them for a long time to come (: Worth trying out if you are just starting out and needing a quick easy modern solution.","Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,An excellent banking app for a content creator!,"finor makes it easy for me to separate my personal expenses from my business expenses not only with a separate account but with a variety of different tools and integrations! The Business Debit Card they send you comes in handy when I need to make in store and don't want to  have to transfer money from one account to the other because I only have a personal card. Whenever I have an issue, I can easily contact customer service or check through the FAQs to find my answer. Customer service is always timely with responding to emails and I've never had a problem thus far! They also send you emails about new features, upcoming federal holidays, or information to help your businesses! I've already recommended finor to friends and business partners and I highly recommend that you see what this company has to offer!","Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Does what I need it to do!,"Started freelancing a few months ago and needed a straightforward, simple account to handle client invoicing. finor has been perfect for my needs - I love that it's intuitive, zero-fee, and offers a variety of helpful integrations should I need them. Highly recommended for people looking for an easy business checking option!","Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Good bank for streamers,Good bank for my streaming! Lovely phone app as well.,"Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easiest business bank I’ve ever had,"Easiest business bank I’ve ever had. Simple but well thought out, love it.","Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Fantastic Service!,My experience with finor has been nothing but fantastic! I am a sole proprieter broadcaster on Twitch.TV and finor has been an excellent and safe place to hold my business funds! I've had a couple experiences where I requested support and each time a finor rep got back to me quick and made the situation better than I expected. Also the fact that there are no hidden fees is a BIG plus!,"Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Best online Banking Ever,"well, when it comes to Business Online banking, the question would be how reliable and trusting it would be. With finor, i have experienced the best banking customer service as well as the simplest online system & Policies. opening a bank account during Covid with some banks, was almost close to impossible. however, finor made it like a Peanut butter cream. easy, fast & efficient. No hidden fees, actually no fees at all. and you're not capped by any chance. really, THANK YOU finor. You made it simple!","Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has been the perfect bank for my startup,finor has been the perfect bank for me to start my business. It’s very straightforward and integrates well with tools I need such as stripe. Very happy with the new reserve feature as well. finor listens to its customers and delivers,"Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Not-So-Perfect for Small Business....,"March 2021: I used to love finor. It worked great for me until they broke Quickbooks integration to force you to connect from finor to Quickbooks instead. At first they said they didn't know what was wrong and were working on it. When I asked for an update they reported this change was due to finor security requirements and I'd have to connect from finor to QB instead. I then asked why they didn't provide any notification of this change and they replied again that they didn't know what was wrong and their developers were working on. Clearly the left hand doesn't know what the right hand is doing - this is really bad for a financial institution. I bit the bullet and connected from my finor account to my QB online. Unfortunately this is where things got bad. Rather than asking me which QB account I use for my bank acct they automatically created a new bank acct in QB and pushed every single transaction as new which has totally screwed up my books. I can't in good consciousness recommend them to anyone.Original Review:finor is the perfect banking solution for my small business. I was able to open it online, it integrates with Stripe and Quickbooks, and I can do nearly everything I could do with a brick and mortar bank but without all the fees.","Mar 10, 2021","January 29, 2021",1,2021,2021,1,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is the new banking made easy!,"finor makes having a business easy. I can easily track my transactions, create spreadsheets to monitor spending, and receive payments made directly to my account.","Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Chaplain Rob Day,finor was the first bank that I could find that honored my non-profit business.  I am grateful to be able to legitimize what I’m going to do in the military community.  I will recommend other non-profits in which I am involved to choose finor.,"Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Opening a business checking account has…,Opening a business checking account has never been so easy. I had the documents they needed and it took me less than 10 minutes to enter my information unlike the other banks; I’ve had to go into the branch and it took a couple of hours. I had a question and finor customer service was really responsive!! I like their integrations for ACH and online wires. The best part is it’s free. Try to get that at your local branch.,"Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,My experience with finor so far has been…,My experience with finor so far has been great I had nothing but great experience use ANOVA finor. To make it better in my opinion give customers check books.  I don’t really use checks often but I would just love to keep a book in my house just in case I need to send a check in a timely fashion,"Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is an excellent source for online…,finor is an excellent source for online digital banking. I love the simplicity of their platform. It is stable and intuitive.,"Jan 29, 2021","January 29, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Simple and friendly,I have been using finor for a few months now and was surprised at how easy it is. I love the simple user friendly design. The excellent customer service is also a bonus.,"Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Business Account Experience,Setting up my business account was really easy and my interactions with support staff members have been excellent. finor also connects you to excellent discounts with service providers my company uses. I look forward to opening additional accounts with them.,"Feb 12, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 4 out of 5 stars,finor-An Honest Review from a Thrifty Entrepreneur…,"Businesses often get stuck with high monthly balance maintenance fees. finor offered me an alternative. No monthly fee if you meet their minimum opening deposit. In the hustle of starting a business, I can't afford to drop a cent more than I budget for into my general operations. I did my research and found no hidden fees. I asked a lot of questions. All finor reps gave me friendly, straight, no-fine print answers. If the initial $50.00 deposit isn't an issue, this account is a fit. finor's account is not without cons. Transactions may take longer than usual. I have had trouble with the app's sync to my Bank of America account, and my account information on the app isn't exactly user-friendly. But, hey it's a maintenance-free account, with a free debit card that responds to emailed questions in about a day.  As a starting business, this set-up fits my needs.Email may be a bit much, but they are wanting to improve. I can't fault that. Plus, if there is an issue and I bring it up to them, they fix it. That's what they did when my first debit card never reached my home. They canceled it, we tried again, and got it right together.","Jan 28, 2021","January 28, 2021",4,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great combination of technology and customer service,"Tyler, the cofounder, reached out to me to encourage me to apply for the second PPP loan. I did so using the online system provided by finor. The entire application process went pretty smoothly. Any bumps that popped up were immediately addressed.","Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great service,Great service! Love it,"Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great Small Business Account,I opened up an account for my very small business. The customer service is great and I'm still able to get my checks direct deposited into this account.,"Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great company and website. Easy and secure way to get a biz bank account.,Great company and website. Super easy to use. Customer support is responsive and friendly. Easy application for a business bank account. App and website very very user friendly.,"Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is easy & intuitive for Startup founders,"finor is very easy and intuitive to use for a founder of a startup or small business. The integrations and perks feature many commonly used startup platforms (Slack, Stripe, QB, Google Ads, etc) and the discounts provided are very helpful!","Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Excellent small business banking provider,"finor Bank provides an excellent small business banking solution. I wanted a bank that focused on online solutions, embraced integrations with other websites, communicated well, and was proactive with rolling out new technology and features. finor Bank continues to work on all of these areas. I also appreciate that there are no fees for daily deposits. They have a great app and I've had zero customer service issues.","Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Nothing but good experiences,"I have nothing but good experiences to report! finor and its staff have treated me very well. Customer support is always quick to respond and able to help. No fees, no hassles, they get it. Very happy that I made the switch.","Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
